id,name,city,country,IATA,ICAO,lat,long,altitude,timezone,dst,tzinfo,type,source
7484,"Aykhal Airport","Aykhal","Russia",\N,"UERA",65.959197998047,111.54650115967,0,9,"N","Asia/Yakutsk","airport","OurAirports"
7485,"Uktus Airport","Yekaterinburg","Russia",\N,"USSK",56.701698303222656,60.790000915527344,643,5,"N","Asia/Yekaterinburg","airport","OurAirports"
7486,"Baykit Airport","Baykit","Russia",\N,"UNIB",61.676700592041016,96.3550033569336,853,7,"N","Asia/Krasnoyarsk","airport","OurAirports"
7487,"Biysk Airport","Biysk","Russia",\N,"UNBI",52.47999954223633,85.33999633789062,620,7,"N","Asia/Krasnoyarsk","airport","OurAirports"
7488,"Huesca/Pirineos Airport","Huesca","Spain","HSK","LEHC",42.0760993958,-0.316666990519,1768,1,"U","Europe/Madrid","airport","OurAirports"
7489,"Ciudad Real Central Airport","Ciudad Real","Spain","CQM","LERL",38.8563888889,-3.97,0,1,"U","Europe/Madrid","airport","OurAirports"
7490,"Al Najaf International Airport","Najaf","Iraq","NJF","ORNI",31.989853,44.404317,103,3,"U","Asia/Baghdad","airport","OurAirports"
7492,"Colonsay Airstrip","Colonsay","United Kingdom","CSA","EGEY",56.0574989319,-6.243060112,44,0,"U","Europe/London","airport","OurAirports"
7494,"Rock Hill - York County Airport","Rock Hill","United States","RKH","KUZA",34.9878006,-81.05719757,666,-5,"A","America/New_York","airport","OurAirports"
7495,"Allegheny County Airport","Pittsburgh","United States","AGC","KAGC",40.354400634765625,-79.9301986694336,1252,-5,"A","America/New_York","airport","OurAirports"
7496,"Cecil Airport","Jacksonville","United States","VQQ","KVQQ",30.2187004089,-81.876701355,81,-5,"A","America/New_York","airport","OurAirports"
7497,"Fulton County Airport Brown Field","Atlanta","United States","FTY","KFTY",33.7790985107,-84.5214004517,841,-5,"A","America/New_York","airport","OurAirports"
7498,"Tresco Heliport","Tresco","United Kingdom",\N,"EGHT",49.94559860229492,-6.331389904022217,20,0,"U","Europe/London","airport","OurAirports"
7499,"Tarin Kowt Airport","Tarin Kowt","Afghanistan","TII","OATN",32.604198455799995,65.8657989502,4429,4.5,"U","Asia/Kabul","airport","OurAirports"
7500,"Zaranj Airport","Zaranj","Afghanistan","ZAJ","OAZJ",30.972222,61.865833,1572,4.5,"U","Asia/Kabul","airport","OurAirports"
7501,"Chakcharan Airport","Chaghcharan","Afghanistan","CCN","OACC",34.53300094604492,65.26699829101562,7383,4.5,"U","Asia/Kabul","airport","OurAirports"
7503,"Fuyang Xiguan Airport","Fuyang","China","FUG","ZSFY",32.882157,115.734364,104,8,"U","Asia/Shanghai","airport","OurAirports"
7504,"Longyan Guanzhishan Airport","Longyan","China","LCX","ZSLD",25.6746997833,116.747001648,1225,8,"U","Asia/Shanghai","airport","OurAirports"
7505,"Baoshan Yunduan Airport","Baoshan","China","BSD","ZPBS",25.053301,99.168297,5453,8,"U","Asia/Shanghai","airport","OurAirports"
7506,"Xingyi Airport","Xingyi","China","ACX","ZUYI",25.0863888889,104.959444444,4150,8,"U","Asia/Shanghai","airport","OurAirports"
7508,"Liping Airport","Liping","China","HZH","ZUNP",26.32217,109.1499,1620,8,"U","Asia/Shanghai","airport","OurAirports"
7510,"Stepanakert Air Base","Stepanakert","Azerbaijan",\N,"UB13",39.90140151977539,46.7869987487793,2001,4,"E","Asia/Baku","airport","OurAirports"
7511,"The Ohio State University Airport - Don Scott Field","Columbus","United States","OSU","KOSU",40.0798,-83.072998,905,-5,"U","America/New_York","airport","OurAirports"
7513,"Addison Airport","Addison","United States","ADS","KADS",32.9686012268,-96.8364028931,644,-6,"A","America/Chicago","airport","OurAirports"
7514,"Destin Executive Airport","Destin","United States","DSI","KDTS",30.40010071,-86.47149658,23,-6,"A","America/Chicago","airport","OurAirports"
7516,"Kherson International Airport","Kherson","Ukraine","KHE","UKOH",46.6758,32.506401,148,2,"E","Europe/Kiev","airport","OurAirports"
7517,"Ryan's Creek Aerodrome","Stewart Island","New Zealand","SZS","NZRC",-46.8997,168.100998,62,12,"U","Pacific/Auckland","airport","OurAirports"
7518,"Assumption Island Airport","Assumption Island","Seychelles",\N,"FSAS",-9.7422199993,46.506802,10,4,"U","Indian/Mahe","airport","OurAirports"
7519,"Zhijiang Airport","Zhijiang","China","HJJ","ZGCJ",27.4411111111,109.7,882,8,"U","Asia/Shanghai","airport","OurAirports"
7521,"Yarmouth Airport","Yarmouth","Canada","YQI","CYQI",43.826900482177734,-66.08809661865234,141,-4,"A","America/Halifax","airport","OurAirports"
7522,"Kinston Regional Jetport At Stallings Field","Kinston","United States","ISO","KISO",35.331401825,-77.60880279540001,93,-5,"A","America/New_York","airport","OurAirports"
7523,"First Flight Airport","Kill Devil Hills","United States","FFA","KFFA",36.0181999207,-75.67130279540001,13,-5,"A","America/New_York","airport","OurAirports"
7527,"Lintsang Airfield","Lincang","China","LNJ","ZPLC",23.738100051900002,100.025001526,6230,8,"U","Asia/Shanghai","airport","OurAirports"
7531,"Maturacá Airport","Maturaca","Brazil",\N,"SWMK",0.6282690167427063,-66.11509704589844,354,-4,"S","America/Boa_Vista","airport","OurAirports"
7532,"Carajás Airport","Parauapebas","Brazil","CKS","SBCJ",-6.11527776718,-50.0013885498,2064,-3,"S","America/Belem","airport","OurAirports"
7533,"Centro de Lançamento de Alcântara Airport","Alcantara","Brazil",\N,"SNCW",-2.372999906539917,-44.396400451660156,148,-3,"S","America/Fortaleza","airport","OurAirports"
7536,"Tarempa Airport","Anambas Islands","Indonesia","MWK","WIOM",3.3481199741363525,106.25800323486328,10,7,"N","Asia/Jakarta","airport","OurAirports"
7538,"Würzburg-Schenkenturm Airport","Wuerzburg","Germany",\N,"EDFW",49.81778,9.8975,991,1,"E","Europe/Berlin","airport","OurAirports"
7542,"São Jacinto Airport","Aveiro","Portugal",\N,"LPAV",40.656741,-8.741544,26,0,"E","Europe/Lisbon","airport","OurAirports"
7544,"Hopsten Air Base","Hopsten","Germany",\N,"ETNP",52.33869934082031,7.541329860687256,423,1,"E","Europe/Berlin","airport","OurAirports"
7546,"Persian Gulf International Airport","Khalije Fars","Iran","PGU","OIBP",27.379601,52.737701,27,3.5,"U","Asia/Tehran","airport","OurAirports"
7547,"Yasouj Airport","Yasuj","Iran","YES","OISY",30.700500488281,51.545101165771,5939,3.5,"U","Asia/Tehran","airport","OurAirports"
7548,"Mosul International Airport","Mosul","Iraq","OSM","ORBM",36.305801,43.1474,719,3,"U","Asia/Baghdad","airport","OurAirports"
7549,"Tajima Airport","Toyooka","Japan","TJH","RJBT",35.51279830932617,134.78700256347656,584,9,"U","Asia/Tokyo","airport","OurAirports"
7550,"Amakusa Airport","Amakusa","Japan","AXJ","RJDA",32.482498,130.158997,340,9,"U","Asia/Tokyo","airport","OurAirports"
7551,"Kikai Airport","Kikai","Japan","KKX","RJKI",28.321300506599997,129.927993774,21,9,"U","Asia/Tokyo","airport","OurAirports"
7552,"Aguni Airport","Aguni","Japan","AGJ","RORA",26.5925006866,127.240997314,38,9,"U","Asia/Tokyo","airport","OurAirports"
7556,"Donoi Airport","Uliastai","Mongolia","ULZ","ZMDN",47.7093,96.5258,5800,8,"U","Asia/Ulaanbaatar","airport","OurAirports"
7557,"Bulgan Airport","Bulgan","Mongolia","UGA","ZMBN",48.85499954223633,103.47599792480469,4311,8,"U","Asia/Ulaanbaatar","airport","OurAirports"
7558,"Ulaangom Airport","Ulaangom","Mongolia","ULO","ZMUG",50.066588,91.938273,0,7,"U","Asia/Hovd","airport","OurAirports"
7559,"Borongan Airport","Borongan","Philippines",\N,"RPVW",11.674300193799999,125.478996277,7,8,"N","Asia/Manila","airport","OurAirports"
7560,"Lubang Airport","Lubang","Philippines","LBX","RPLU",13.855400085449219,120.1050033569336,43,8,"N","Asia/Manila","airport","OurAirports"
7563,"Kulob Airport","Kulyab","Tajikistan","TJU","UTDK",37.98809814453125,69.80500030517578,2293,5,"U","Asia/Dushanbe","airport","OurAirports"
7564,"Chi Mei Airport","Cimei","Taiwan","CMJ","RCCM",23.2131004333,119.417999268,63,8,"U","Asia/Taipei","airport","OurAirports"
7565,"Daşoguz Airport","Dasoguz","Turkmenistan","TAZ","UTAT",41.761101,59.826698,272,5,"U","Asia/Ashgabat","airport","OurAirports"
7566,"Barrow Island Airport","Barrow Island","Australia","BWB","YBWX",-20.86440086364746,115.40599822998047,26,8,"U","Australia/Perth","airport","OurAirports"
7569,"Derby Airport","Derby","Australia","DRB","YDBY",-17.3700008392334,123.66100311279297,24,8,"U","Australia/Perth","airport","OurAirports"
7570,"Walgett Airport","Walgett","Australia","WGE","YWLG",-30.032800674438477,148.12600708007812,439,10,"U","Australia/Sydney","airport","OurAirports"
7571,"Bathurst Island Airport","Bathurst Island","Australia","BRT","YBTI",-11.769200325012207,130.6199951171875,67,9.5,"U","Australia/Darwin","airport","OurAirports"
7572,"Dunk Island Airport","Dunk Island","Australia","DKI","YDKI",-17.9416999817,146.13999939,6,10,"U","Australia/Brisbane","airport","OurAirports"
7573,"Lizard Island Airport","Lizard Island","Australia","LZR","YLZI",-14.673273,145.454571,70,10,"O","Australia/Brisbane","airport","OurAirports"
7574,"Hamilton Airport","Hamilton","Australia","HLT","YHML",-37.64889907836914,142.06500244140625,803,10,"O","Australia/Hobart","airport","OurAirports"
7575,"Halls Creek Airport","Halls Creek","Australia","HCQ","YHLC",-18.23390007019043,127.66999816894531,1346,8,"U","Australia/Perth","airport","OurAirports"
7576,"Fitzroy Crossing Airport","Fitzroy Crossing","Australia","FIZ","YFTZ",-18.181900024414062,125.55899810791016,368,8,"U","Australia/Perth","airport","OurAirports"
7577,"Ravensthorpe Airport","Ravensthorpe","Australia","RVT","YNRV",-33.7971992493,120.208000183,197,8,"U","Australia/Perth","airport","OurAirports"
7578,"Wilkins Runway","Budd Coast","Antarctica",\N,"YWKS",-66.690833,111.523611,2529,12,"U","Antarctica/South_Pole","airport","OurAirports"
7579,"Provo Municipal Airport","Provo","United States","PVU","KPVU",40.219200134277,-111.72299957275,4497,-7,"A","America/Denver","airport","OurAirports"
7580,"Steamboat Springs Bob Adams Field","Steamboat Springs","United States","SBS","KSBS",40.5163002,-106.8659973,6882,-7,"A","America/Denver","airport","OurAirports"
7581,"Delta Municipal Airport","Delta","United States","DTA","KDTA",39.3805999756,-112.508003235,4759,-7,"A","America/Denver","airport","OurAirports"
7582,"Richfield Municipal Airport","Richfield","United States",\N,"KRIF",38.73640060424805,-112.0989990234375,5301,-7,"A","America/Denver","airport","OurAirports"
7583,"Carbon County Regional/Buck Davis Field","Price","United States","PUC","KPUC",39.61389923,-110.7509995,5957,-7,"A","America/Denver","airport","OurAirports"
7584,"Los Alamos Airport","Los Alamos","United States","LAM","KLAM",35.8797988892,-106.268997192,7171,-7,"A","America/Denver","airport","OurAirports"
7586,"Lake Havasu City Airport","Lake Havasu City","United States","HII","KHII",34.571098,-114.358002,783,-7,"N","America/Phoenix","airport","OurAirports"
7587,"Winslow Lindbergh Regional Airport","Winslow","United States","INW","KINW",35.021900177,-110.722999573,4941,-7,"N","America/Phoenix","airport","OurAirports"
7588,"Douglas Municipal Airport","Douglas","United States","DGL","KDGL",31.3425998688,-109.505996704,4173,-7,"N","America/Phoenix","airport","OurAirports"
7589,"Marakei Airport","Marakei","Kiribati","MZK","NGMK",2.058609962463379,173.27099609375,10,12,"U","Pacific/Tarawa","airport","OurAirports"
7590,"Abemama Atoll Airport","Abemama","Kiribati","AEA","NGTB",0.49083301424980164,173.82899475097656,8,12,"U","Pacific/Tarawa","airport","OurAirports"
7591,"Buariki Airport","Buariki","Kiribati","AAK","NGUK",0.1852779984474182,173.63699340820312,0,10,"U",\N,"airport","OurAirports"
7592,"Kuria Airport","Kuria","Kiribati","KUC","NGKT",0.2186110019683838,173.44200134277344,0,12,"U","Pacific/Tarawa","airport","OurAirports"
7593,"Arorae Island Airport","Arorae","Kiribati","AIS","NGTR",-2.61611008644104,176.80299377441406,0,12,"U","Pacific/Tarawa","airport","OurAirports"
7594,"Tamana Island Airport","Tamana","Kiribati","TMN","NGTM",-2.485830068588257,175.97000122070312,0,12,"U","Pacific/Tarawa","airport","OurAirports"
7595,"Beru Airport","Beru Island","Kiribati","BEZ","NGBR",-1.3547199964523315,176.0070037841797,6,12,"U","Pacific/Tarawa","airport","OurAirports"
7596,"Nikunau Airport","Nikunau","Kiribati","NIG","NGNU",-1.31444001198,176.410003662,6,12,"U","Pacific/Tarawa","airport","OurAirports"
7597,"Butaritari Atoll Airport","Butaritari","Kiribati","BBG","NGTU",3.08583,172.811005,5,12,"U","Pacific/Tarawa","airport","OurAirports"
7598,"Makin Island Airport","Makin","Kiribati","MTK","NGMN",3.3744399547576904,172.99200439453125,0,12,"U","Pacific/Tarawa","airport","OurAirports"
7599,"Maiana Airport","Maiana","Kiribati","MNK","NGMA",1.0036100149154663,173.031005859375,8,12,"U","Pacific/Tarawa","airport","OurAirports"
7600,"Nonouti Airport","Nonouti","Kiribati","NON","NGTO",-0.6397219896316528,174.42799377441406,10,12,"U","Pacific/Tarawa","airport","OurAirports"
7601,"Tabiteuea South Airport","Tabiteuea","Kiribati","TSU","NGTS",-1.4744399785995483,175.06399536132812,0,12,"U","Pacific/Tarawa","airport","OurAirports"
7610,"Whitianga Airport","Whitianga","New Zealand","WTZ","NZWT",-36.83169937133789,175.6790008544922,10,12,"U","Pacific/Auckland","airport","OurAirports"
7611,"Takaka Airport","Takaka","New Zealand","KTF","NZTK",-40.81330108642578,172.77499389648438,102,12,"U","Pacific/Auckland","airport","OurAirports"
7615,"Afutara Aerodrome","Afutara","Solomon Islands","AFT","AGAF",-9.19138888889,160.948611111,23,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7616,"Ulawa Airport","Ulawa","Solomon Islands","RNA","AGAR",-9.86054358262,161.979546547,40,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7617,"Choiseul Bay Airport","Choiseul Bay","Solomon Islands","CHY","AGGC",-6.711944,156.396111,0,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7618,"Santa Ana Airport","Santa Ana","Solomon Islands","NNB","AGGT",-10.847994,162.454108,3,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7619,"Yandina Airport","Yandina","Solomon Islands","XYA","AGGY",-9.092816,159.21841,60,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7620,"Batuna Aerodrome","Batuna","Solomon Islands","BPF","AGBT",-8.56202777778,158.119305556,24,11,"U","Pacific/Guadalcanal","airport","OurAirports"
7621,"Bartow Municipal Airport","Bartow","United States","BOW","KBOW",27.943399429299998,-81.78340148930002,125,-5,"U","America/New_York","airport","OurAirports"
7622,"Dyagilevo Air Base","Kostroma","Russia",\N,"UUBD",54.64469909667969,39.57040023803711,440,3,"N","Europe/Moscow","airport","OurAirports"
7627,"Fitiuta Airport","Fiti\'uta","American Samoa","FTI","NSFQ",-14.2172,-169.425003,110,-11,"U","Pacific/Pago_Pago","airport","OurAirports"
7629,"Livermore Municipal Airport","Livermore","United States","LVK","KLVK",37.6934013367,-121.819999695,400,-8,"A","America/Los_Angeles","airport","OurAirports"
7630,"Mariposa Yosemite Airport","Mariposa","United States","RMY","KMPI",37.5108985901,-120.040000916,2254,-8,"A","America/Los_Angeles","airport","OurAirports"
7633,"Grootfontein Airport","Grootfontein","Namibia","GFY","FYGF",-19.60219955444336,18.122699737548828,4636,1,"S","Africa/Windhoek","airport","OurAirports"
7634,"Rundu Airport","Rundu","Namibia","NDU","FYRU",-17.956499099731,19.719400405884,3627,1,"S","Africa/Windhoek","airport","OurAirports"
7642,"Tasiilaq Heliport","Angmagssalik","Greenland",\N,"BGAM",65.612296,-37.618335,24,-3,"U","America/Godthab","airport","OurAirports"
7646,"Jacqueline Cochran Regional Airport","Palm Springs","United States","TRM","KTRM",33.62670135498,-116.16000366211,-115,-8,"A","America/Los_Angeles","airport","OurAirports"
7647,"Santa Monica Municipal Airport","Santa Monica","United States","SMO","KSMO",34.015800476100004,-118.450996399,177,-8,"A","America/Los_Angeles","airport","OurAirports"
7648,"Bermuda Dunes Airport","Palm Springs","United States","UDD","KUDD",33.748401641846,-116.27500152588,73,-8,"A","America/Los_Angeles","airport","OurAirports"
7649,"Scottsdale Airport","Scottsdale","United States","SCF","KSDL",33.622898101807,-111.91100311279,1510,-7,"A","America/Phoenix","airport","OurAirports"
7650,"Olympia Regional Airport","Olympia","United States","OLM","KOLM",46.9693985,-122.9029999,209,-8,"A","America/Los_Angeles","airport","OurAirports"
7651,"Yolo County Davis Woodland Winters Airport","Davis-Woodland-Winters","United States",\N,"KDWA",38.57910156,-121.8570023,100,-8,"A","America/Los_Angeles","airport","OurAirports"
7652,"Garfield County Regional Airport","Rifle","United States","RIL","KRIL",39.526299,-107.726997,5548,-7,"A","America/Denver","airport","OurAirports"
7653,"Shively Field","SARATOGA","United States","SAA","KSAA",41.444901,-106.823997,7012,-7,"A","America/Denver","airport","OurAirports"
7654,"DeKalb Peachtree Airport","Atlanta","United States","PDK","KPDK",33.8755989075,-84.3020019531,1003,-5,"A","America/New_York","airport","OurAirports"
7655,"Monroe County Airport","Bloomington","United States","BMG","KBMG",39.145999908447266,-86.61669921875,846,-5,"A","America/New_York","airport","OurAirports"
7656,"Witham Field","Stuart","United States","SUA","KSUA",27.18169975,-80.22109985,16,-5,"A","America/New_York","airport","OurAirports"
7657,"Morristown Municipal Airport","Morristown","United States","MMU","KMMU",40.799400329589844,-74.41490173339844,187,-5,"A","America/New_York","airport","OurAirports"
7658,"Napa County Airport","Napa","United States","APC","KAPC",38.2132,-122.280998,35,-8,"A","America/Los_Angeles","airport","OurAirports"
7659,"Brown Field Municipal Airport","San Diego","United States","SDM","KSDM",32.572299957275,-116.98000335693,526,-8,"A","America/Los_Angeles","airport","OurAirports"
7660,"Wangen-Lachen Airport","Wangen-Lachen","Switzerland",\N,"LSPV",47.2047,8.8675,1335,1,"U","Europe/Zurich","airport","OurAirports"
7662,"Venice Municipal Airport","Venice","United States","VNC","KVNC",27.071599960327,-82.440299987793,18,-5,"A","America/New_York","airport","OurAirports"
7663,"Palm Beach County Glades Airport","Pahokee","United States","PHK","KPHK",26.78499985,-80.69339752,16,-5,"A","America/New_York","airport","OurAirports"
7669,"Northwest Florida Beaches International Airport","Panama City","United States","ECP","KECP",30.357106,-85.795414,69,-6,"A","America/Chicago","airport","OurAirports"
7670,"San Bernardino International Airport","San Bernardino","United States","SBD","KSBD",34.0954017639,-117.23500061,1159,-8,"A","America/Los_Angeles","airport","OurAirports"
7671,"Valença Airport","Valenca","Brazil","VAL","SNVB",-13.2965,-38.992401,21,-3,"S","America/Fortaleza","airport","OurAirports"
7673,"Caruaru Airport","Caruaru","Brazil","CAU","SNRU",-8.282389640808105,-36.01350021362305,1891,-3,"S","America/Fortaleza","airport","OurAirports"
7674,"Wake Island Airfield","Wake island","Wake Island","AWK","PWAK",19.282100677490234,166.63600158691406,14,-10,"U","Pacific/Johnston","airport","OurAirports"
7675,"Aeroclube Airport","Nova Iguacu","Brazil","QNV","SDNY",-22.74530029296875,-43.46030044555664,164,-3,"S","America/Sao_Paulo","airport","OurAirports"
7683,"San Carlos Airport","San Carlos","United States","SQL","KSQL",37.511901855469,-122.25,5,-8,"A","America/Los_Angeles","airport","OurAirports"
7684,"Courtelary Airport","Courtelary ","Switzerland",\N,"LSZJ",47.18360137939453,7.090829849243164,2247,1,"E","Europe/Zurich","airport","OurAirports"
7685,"Lotnisko Korne","Koszalin","Poland",\N,"EPKO",54.129583,17.844972,515,1,"E","Europe/Warsaw","airport","OurAirports"
7686,"Camp Okavango Airport","Okavango Delta","Botswana",\N,"FBCO",-19.131115,23.102505,3158,2,"U","Africa/Gaborone","airport","OurAirports"
7690,"Rocky Mount Wilson Regional Airport","Rocky Mount","United States","RWI","KRWI",35.856300354003906,-77.89189910888672,159,-5,"A","America/New_York","airport","OurAirports"
7691,"Whittier Airport","Whittier","United States",\N,"PAWR",60.777198791503906,-148.7220001220703,30,-9,"U","America/Anchorage","airport","OurAirports"
7692,"Soldotna Airport","Soldotna","United States","SXQ","PASX",60.47570037841797,-151.03399658203125,113,-9,"U","America/Anchorage","airport","OurAirports"
7693,"Gillespie Field","El Cajon","United States","SEE","KSEE",32.826198577881,-116.97200012207,388,-8,"A","America/Los_Angeles","airport","OurAirports"
7694,"San Clemente Island Naval Auxiliary Landing Field","San Clemente Island","United States",\N,"KNUC",33.02270126,-118.5879974,184,-8,"A","America/Los_Angeles","airport","OurAirports"
7700,"Phan Rang Airport","Phan Rang","Vietnam","PHA","VVPR",11.6335000992,108.952003479,101,7,"N","Asia/Saigon","airport","OurAirports"
7701,"Na-San Airport","Son-La","Vietnam","SQH","VVNS",21.216999053955078,104.03299713134766,2133,7,"N","Asia/Saigon","airport","OurAirports"
7702,"Truckee Tahoe Airport","Truckee","United States","TKF","KTRK",39.319999694799996,-120.13999939,5900,-8,"A","America/Los_Angeles","airport","OurAirports"
7703,"Fréjus Airport","Frejus","France","FRJ","LFTU",43.4175,6.7357,33,1,"E","Europe/Paris","airport","OurAirports"
7704,"Geelong Airport","Geelong","Australia","GEX","YGLG",-38.224998474121094,144.33299255371094,43,10,"O","Australia/Hobart","airport","OurAirports"
7710,"Mezen Airport","Mezen","Russia",\N,"ULAE",65.87833404541016,44.21500015258789,46,3,"N","Europe/Moscow","airport","OurAirports"
7711,"Vaskovo Airport","Arkhangelsk","Russia",\N,"ULAH",64.44170379639999,40.421699523899996,82,3,"N","Europe/Moscow","airport","OurAirports"
7712,"Cobb County-Mc Collum Field","Atlanta","United States",\N,"KRYY",34.01319885,-84.59860229,1040,-5,"A","America/New_York","airport","OurAirports"
7714,"Brumowski  Air Base","Tulln","Austria",\N,"LOXT",48.3167,16.116699,574,1,"U","Europe/Vienna","airport","OurAirports"
7716,"Dell Flight Strip","Dell","United States",\N,"K4U9",44.7356987,-112.720001221,6007,-7,"A","America/Denver","airport","OurAirports"
7717,"Mission Field","Livingston-Montana","United States","LVM","KLVM",45.6994018555,-110.447998047,4660,-7,"A","America/Denver","airport","OurAirports"
7720,"Big Timber Airport","Big Timber","United States",\N,"K6S0",45.806400299072266,-109.98100280761719,4492,-7,"A","America/Denver","airport","OurAirports"
7721,"Tulip City Airport","Holland","United States",\N,"KBIV",42.742900848389,-86.107398986816,698,-5,"A","America/New_York","airport","OurAirports"
7722,"London Heliport","London","United Kingdom",\N,"EGLW",51.46972274779999,-0.179444000125,18,0,"E","Europe/London","airport","OurAirports"
7723,"Venice-Lido Airport","Venice","Italy",\N,"LIPV",45.428299,12.3881,13,1,"E","Europe/Rome","airport","OurAirports"
7724,"Tallinn Linnahall Heliport","Tallinn","Estonia",\N,"EECL",59.4486198425293,24.75322723388672,23,2,"E","Europe/Tallinn","airport","OurAirports"
7725,"Hernesaari Heliport","Helsinki","Finland",\N,"EFHE",60.14777755737305,24.9244441986084,7,2,"E","Europe/Helsinki","airport","OurAirports"
7726,"Linkenheim Airport","Linkenheim","Germany",\N,"EDRI",49.141666412353516,8.394721984863281,325,1,"E","Europe/Berlin","airport","OurAirports"
7727,"Monument Valley Airport","Monument Valley","United States","GMV","UT25",37.016700744599994,-110.200996399,5192,-7,"U","America/Denver","airport","OurAirports"
7728,"Hilversum Airfield","Hilversum","Netherlands",\N,"EHHV",52.191898,5.14694,3,1,"E","Europe/Amsterdam","airport","OurAirports"
7729,"West 30th St. Heliport","New York","United States","JRA","KJRA",40.754501,-74.007103,7,-5,"A","America/New_York","airport","OurAirports"
7730,"Texel Airfield","Texel","Netherlands",\N,"EHTX",53.115299,4.83361,2,1,"E","Europe/Amsterdam","airport","OurAirports"
7731,"La Cerdanya Airport","Das i Fontanals de Cerdanya","Spain",\N,"LECD",42.38639831542969,1.86667001247406,3586,1,"E","Europe/Madrid","airport","OurAirports"
7732,"Lakeland Linder International Airport","Lakeland","United States","LAL","KLAL",27.988899,-82.018602,142,-5,"A","America/New_York","airport","OurAirports"
7738,"Stary Oskol Airport","Stary Oskol","Russia",\N,"UUOS",51.32921600341797,37.76884841918945,791,3,"N","Europe/Moscow","airport","OurAirports"
7766,"Syangboche Airport","Syangboche","Nepal","SYH","VNSB",27.8112,86.7124,12400,5.75,"N","Asia/Katmandu","airport","OurAirports"
7767,"Indianola Municipal Airport","New York","United States",\N,"KIDL",33.485699,-90.678902,126,-6,"A","America/Chicago","airport","OurAirports"
7768,"Cheremshanka Airport","Krasnoyarsk","Russia",\N,"UNKM",56.176998138399995,92.5400009155,0,7,"N","Asia/Krasnoyarsk","airport","OurAirports"
7769,"French Valley Airport","Murrieta-Temecula","United States","RBK","KF70",33.5741996765,-117.127998352,1350,-8,"A","America/Los_Angeles","airport","OurAirports"
7772,"Oristano-Fenosu Airport","Oristano","Italy","FNU","LIER",39.895308,8.642661,36,1,"E","Europe/Rome","airport","OurAirports"
7773,"White Waltham Airfield","Maidenhead","United Kingdom",\N,"EGLM",51.500801086399996,-0.774443984032,131,0,"E","Europe/London","airport","OurAirports"
7774,"Mysore Airport","Mysore","India","MYQ","VOMY",12.23,76.655833,2349,5.5,"U","Asia/Calcutta","airport","OurAirports"
7775,"Carl R Keller Field","Port Clinton","United States",\N,"KPCW",41.516300201416016,-82.86869812011719,590,-5,"U","America/New_York","airport","OurAirports"
7776,"Dayton-Wright Brothers Airport","Dayton","United States","MGY","KMGY",39.5890007019,-84.224899292,957,-5,"U","America/New_York","airport","OurAirports"
7777,"Richmond Municipal Airport","Richmond","United States",\N,"KRID",39.757198333740234,-84.8427963256836,1140,-5,"U","America/New_York","airport","OurAirports"
7778,"Findlay Airport","Findley","United States","FDY","KFDY",41.013500213600004,-83.66870117190001,813,-5,"U","America/New_York","airport","OurAirports"
7780,"Burlington Executive","Burlington","Canada",\N,"CZBA",43.4414531515,-79.850102663,602,-5,"A","America/Toronto","airport","OurAirports"
7782,"Penneshaw Airport","Penneshaw","Australia","PEA","YPSH",-35.7558462874,137.962875366,0,9.5,"O","Australia/Adelaide","airport","OurAirports"
7787,"Engels heliport","Ebenhofen","Germany",\N,"EBEN",51.211666107177734,4.5808329582214355,33,1,"E","Europe/Brussels","airport","OurAirports"
7792,"Emporia Municipal Airport","Kempten","Germany","EMP","KEMP",38.3320999146,-96.19120025630001,1208,-6,"E","America/Chicago","airport","OurAirports"
7800,"Skå-Edeby Airport","Essen","Germany",\N,"ESSE",59.34510040283203,17.74049949645996,0,1,"E","Europe/Stockholm","airport","OurAirports"
7804,"Wycombe Air Park","Wycombe","United Kingdom","HYC","EGTB",51.6116981506,-0.8083329796790001,515,0,"E","Europe/London","airport","OurAirports"
7805,"Bembridge Airport","Bembridge","United Kingdom","BBP","EGHJ",50.6781005859,-1.10943996906,53,0,"E","Europe/London","airport","OurAirports"
7806,"Waterville / Kings County Municipal Airport","Waterville","Canada",\N,"CCW3",45.0518989563,-64.6517028809,119,-4,"A","America/Halifax","airport","OurAirports"
7809,"Black Hills Airport-Clyde Ice Field","Spearfish-South Dakota","United States","SPF","KSPF",44.48030090332,-103.78299713135,3931,-7,"A","America/Denver","airport","OurAirports"
7810,"Westkapelle heliport","Knokke","Belgium",\N,"EBKW",51.32222366333,3.2930560112,10,1,"U","Europe/Brussels","airport","OurAirports"
7811,"Redcliffe Airport","Rothwell","Australia",\N,"YRED",-27.20669937133789,153.0679931640625,2,10,"U","Australia/Brisbane","airport","OurAirports"
7812,"Oksywie Military Air Base","Gdynia","Poland","QYD","EPOK",54.57970047,18.51720047,144,1,"E","Europe/Warsaw","airport","OurAirports"
7813,"Malbork Military Air Base","Malbork","Poland",\N,"EPMB",54.0269012451,19.134199142499998,16,1,"E","Europe/Warsaw","airport","OurAirports"
